Date,Order ID,Product,Category,Sales,Cost,Discount,Quantity,Region,Profit
2023-11-05,32f45,Tablet,Clothing,234.31,183.24,0,4,South,51.07
2023-11-06,259e2,Smartphone,Electronics,480.64,410.46,0,8,South,70.18
2023-11-07,90a06,Monitor,Accessories,1437.13,1234.97,0,2,South,202.16
2023-11-08,9c869,Chair,Electronics,1275.26,640.36,15,2,North,634.9
2023-11-09,335e6,Keyboard,Furniture,1790.85,1514.09,0,9,North,276.76
2023-11-10,65bae,Laptop,Electronics,622.37,448.01,15,9,East,174.36
2023-11-11,7e43a,Chair,Furniture,1387.25,1220.59,20,7,South,166.66
2023-11-12,83855,Laptop,Electronics,459.26,240.45,20,2,South,218.81
2023-11-13,90411,Headphones,Clothing,893.29,745.37,0,3,South,147.92
2023-11-14,2ceca,Headphones,Accessories,919.88,659.42,20,1,North,260.46
2023-11-15,642b4,Mouse,Electronics,1688.26,1454.89,5,6,North,233.37
2023-11-16,b5cd4,Smartphone,Clothing,1635.34,1375.32,10,4,North,260.02
2023-11-17,8f75f,Headphones,Accessories,140.65,82.33,10,8,West,58.32
2023-11-18,b6d00,Tablet,Electronics,1086.38,955.67,10,2,East,130.71
2023-11-19,99484,Laptop,Furniture,860.86,628.84,20,9,South,232.02
2023-11-20,80840,Headphones,Clothing,593.76,435.43,5,7,South,158.33
2023-11-21,5a142,Monitor,Accessories,134.84,70.04,20,6,South,64.8
2023-11-22,e35c1,Chair,Furniture,125.89,107.63,20,6,South,18.26
2023-11-23,bb04b,Desk,Furniture,369.23,213.08,5,6,West,156.15
2023-11-24,2522b,Chair,Accessories,685.85,597.64,0,7,North,88.21
2023-11-25,b755c,Headphones,Accessories,1670.46,1310.09,15,3,North,360.37
2023-11-26,69c73,Smartphone,Furniture,1808.45,1442.24,5,6,East,366.21
2023-11-27,abfb5,Smartphone,Electronics,206.58,168.48,10,7,South,38.1
2023-11-28,92a49,Mouse,Clothing,1079.07,899.28,0,8,East,179.79
2023-11-29,d5e31,Keyboard,Furniture,1291.01,1096.59,10,5,North,194.42
2023-11-30,e8365,Printer,Clothing,470.83,294.77,10,2,West,176.06
2023-12-01,910c2,Tablet,Electronics,915.58,579.91,10,3,East,335.67
2023-12-02,2eb0b,Chair,Electronics,1092.75,840.51,0,7,South,252.24
2023-12-03,ebdd0,Printer,Clothing,1330.59,727.25,15,8,North,603.34
2023-12-04,7088d,Tablet,Clothing,1775.88,1178.9,15,4,East,596.98
2023-12-05,621a3,Chair,Clothing,971.77,505.21,20,1,East,466.56
2023-12-06,49c6c,Monitor,Clothing,1301.9,944.52,0,3,East,357.38
2023-12-07,98b44,Monitor,Accessories,846.0,594.25,15,6,South,251.75
2023-12-08,55439,Laptop,Electronics,1896.27,1433.5,0,8,South,462.77
2023-12-09,8e4ad,Headphones,Clothing,822.45,644.47,0,10,South,177.98
2023-12-10,19d01,Monitor,Accessories,1124.95,974.02,15,2,North,150.93
2023-12-11,f2848,Chair,Clothing,457.48,345.27,15,10,West,112.21
2023-12-12,48e04,Smartphone,Clothing,881.96,534.74,20,7,West,347.22
2023-12-13,ac758,Laptop,Furniture,155.42,126.25,5,7,East,29.17
2023-12-14,92cf4,Smartphone,Furniture,873.29,766.17,10,6,East,107.12
2023-12-15,1de49,Desk,Furniture,1568.67,949.53,15,6,South,619.14
2023-12-16,ce0e6,Desk,Furniture,1998.0,1124.26,10,8,East,873.74
2023-12-17,af200,Laptop,Clothing,774.92,511.25,5,3,North,263.67
2023-12-18,b9801,Tablet,Accessories,850.05,701.51,0,2,East,148.54
2023-12-19,86ac8,Headphones,Electronics,592.77,369.88,15,3,North,222.89
2023-12-20,aa3fb,Desk,Accessories,728.57,482.03,20,1,East,246.54
2023-12-21,8585e,Headphones,Accessories,1401.61,1227.61,10,8,West,174.0
2023-12-22,2b33b,Headphones,Clothing,142.9,110.89,5,1,East,32.01
2023-12-23,af283,Chair,Clothing,95.56,66.8,5,3,East,28.76
2023-12-24,23911,Mouse,Clothing,1144.19,661.87,15,1,North,482.32
2023-12-25,7943e,Desk,Accessories,1866.4,1586.96,20,3,South,279.44
2023-12-26,c218d,Smartphone,Clothing,415.95,371.18,15,4,West,44.77
2023-12-27,e6ea1,Keyboard,Furniture,1231.78,885.42,10,4,East,346.36
2023-12-28,8575a,Smartphone,Furniture,1270.5,1045.43,10,5,South,225.07
2023-12-29,53d9e,Smartphone,Accessories,112.35,78.61,15,9,North,33.74
2023-12-30,a5666,Mouse,Furniture,1262.0,1042.04,5,2,East,219.96
2023-12-31,c923e,Mouse,Furniture,1294.38,807.16,15,3,West,487.22
2024-01-01,edc89,Printer,Clothing,1070.48,841.41,10,1,North,229.07
2024-01-02,e57e7,Desk,Electronics,904.94,462.13,10,10,South,442.81
2024-01-03,92f17,Mouse,Electronics,1306.67,917.38,5,10,North,389.29
2024-01-04,312c2,Desk,Accessories,1580.17,1394.06,10,4,South,186.11
2024-01-05,b023b,Chair,Furniture,1402.35,1078.1,5,6,South,324.25
2024-01-06,3a11a,Tablet,Furniture,312.43,210.97,15,8,East,101.46
2024-01-07,4afba,Headphones,Clothing,922.55,740.46,5,3,West,182.09
2024-01-08,491ed,Chair,Electronics,371.49,255.7,15,1,East,115.79
2024-01-09,b3dee,Tablet,Accessories,1109.92,665.88,5,1,West,444.04
2024-01-10,908ac,Mouse,Furniture,1538.51,1359.04,5,8,South,179.47
2024-01-11,8bdac,Chair,Accessories,1091.03,869.21,5,7,West,221.82
2024-01-12,74aea,Keyboard,Furniture,742.05,610.06,20,10,North,131.99
2024-01-13,ade75,Desk,Electronics,1467.22,1041.77,0,2,North,425.45
2024-01-14,96789,Mouse,Clothing,1914.44,1538.11,5,2,South,376.33
2024-01-15,2c179,Mouse,Accessories,1519.83,811.73,5,6,South,708.1
2024-01-16,b289b,Headphones,Accessories,248.59,175.62,10,2,East,72.97
2024-01-17,4a65a,Chair,Electronics,139.24,97.41,20,4,North,41.83
2024-01-18,2fc18,Smartphone,Clothing,183.77,150.53,0,4,North,33.24
2024-01-19,92abf,Printer,Accessories,464.36,350.27,20,8,East,114.09
2024-01-20,8abad,Printer,Accessories,1484.83,1235.28,20,9,East,249.55
2024-01-21,71639,Laptop,Clothing,1286.56,747.19,0,4,North,539.37
2024-01-22,a8c9d,Keyboard,Accessories,1079.54,643.59,10,3,East,435.95
2024-01-23,e975f,Monitor,Clothing,1031.16,869.37,15,5,East,161.79
2024-01-24,d199c,Mouse,Furniture,1374.13,1221.37,15,9,East,152.76
2024-01-25,38592,Headphones,Accessories,953.74,746.05,10,9,North,207.69
2024-01-26,df5fd,Chair,Clothing,1085.55,684.98,10,3,South,400.57
2024-01-27,1dde9,Desk,Furniture,1560.7,835.4,0,3,North,725.3
2024-01-28,3a927,Printer,Electronics,303.37,182.96,20,8,East,120.41
2024-01-29,7c8b5,Headphones,Furniture,1159.48,651.97,0,3,North,507.51
2024-01-30,1d0bf,Smartphone,Accessories,607.74,465.44,5,7,East,142.3
2024-01-31,8020e,Tablet,Furniture,1532.29,1074.57,15,4,South,457.72
2024-02-01,b7984,Desk,Furniture,1216.24,659.24,20,7,North,557.0
2024-02-02,bc8b5,Chair,Accessories,150.87,98.33,5,3,East,52.54
2024-02-03,1b662,Chair,Clothing,559.46,453.22,5,3,North,106.24
2024-02-04,70d4b,Headphones,Clothing,1789.34,1606.63,15,3,South,182.71
2024-02-05,341c6,Desk,Electronics,347.35,194.89,5,4,West,152.46
2024-02-06,472ce,Headphones,Electronics,622.42,535.18,20,4,North,87.24
2024-02-07,448d8,Desk,Furniture,1418.16,1111.39,10,8,North,306.77
2024-02-08,a7bfa,Desk,Furniture,1324.5,837.61,10,1,West,486.89
2024-02-09,314bb,Chair,Electronics,600.66,358.81,15,7,South,241.85
2024-02-10,23f26,Headphones,Furniture,1333.34,690.1,10,10,North,643.24
2024-02-11,9b7d7,Tablet,Electronics,916.63,743.0,20,7,East,173.63
2024-02-12,ca331,Printer,Accessories,1750.79,1031.56,0,5,West,719.23
2024-02-13,51e1c,Headphones,Electronics,615.17,332.12,20,9,South,283.05
2024-02-14,6d039,Monitor,Accessories,273.62,154.68,20,4,West,118.94
2024-02-15,c7da0,Monitor,Electronics,75.65,59.21,0,7,West,16.44
2024-02-16,8f994,Desk,Electronics,951.24,609.99,0,6,South,341.25
2024-02-17,38672,Mouse,Furniture,819.11,510.25,5,9,North,308.86
2024-02-18,7dcae,Keyboard,Furniture,411.2,215.96,0,5,West,195.24
2024-02-19,e9e2e,Desk,Clothing,452.38,396.58,10,4,West,55.8
2024-02-20,27d3b,Monitor,Furniture,1098.15,636.94,15,7,North,461.21
2024-02-21,40685,Desk,Electronics,1010.67,860.86,10,2,North,149.81
2024-02-22,b563b,Printer,Electronics,1990.69,1554.42,5,7,North,436.27
2024-02-23,a646f,Chair,Accessories,530.22,291.82,5,5,West,238.4
2024-02-24,d21c6,Headphones,Accessories,663.6,420.15,0,5,West,243.45
2024-02-25,93d08,Mouse,Accessories,337.75,266.77,15,1,West,70.98
2024-02-26,971b8,Keyboard,Furniture,1469.82,1186.65,0,10,South,283.17
2024-02-27,8a5e5,Laptop,Clothing,1657.48,1169.65,0,1,East,487.83
2024-02-28,235a4,Monitor,Furniture,1901.57,1461.17,15,7,South,440.4
2024-02-29,96387,Chair,Electronics,330.6,281.73,20,9,South,48.87
2024-03-01,642bf,Monitor,Electronics,1851.77,1536.71,20,5,South,315.06
2024-03-02,eb5e9,Tablet,Accessories,383.89,201.74,15,1,South,182.15
2024-03-03,cc6f9,Headphones,Furniture,1314.32,943.86,15,2,North,370.46
2024-03-04,4e246,Mouse,Furniture,221.56,135.98,15,4,South,85.58
2024-03-05,b0a9d,Tablet,Furniture,464.77,292.18,10,3,West,172.59
2024-03-06,7c841,Smartphone,Accessories,219.29,129.43,20,6,East,89.86
2024-03-07,c05c3,Monitor,Accessories,1448.91,1108.04,15,1,South,340.87
2024-03-08,38933,Desk,Accessories,1923.45,1456.5,10,5,East,466.95
2024-03-09,def62,Laptop,Accessories,1736.95,1084.51,15,2,South,652.44
2024-03-10,e5e2c,Mouse,Electronics,873.34,517.23,20,6,South,356.11
2024-03-11,2b8ff,Keyboard,Clothing,1545.8,824.1,15,10,East,721.7
2024-03-12,b30f7,Desk,Accessories,1214.47,681.96,10,4,North,532.51
2024-03-13,ad4b4,Printer,Electronics,1312.69,657.58,0,5,East,655.11
2024-03-14,488b5,Laptop,Furniture,961.53,708.79,15,2,North,252.74
2024-03-15,5968e,Monitor,Furniture,500.96,372.8,20,1,East,128.16
2024-03-16,be79b,Headphones,Clothing,1087.77,746.7,0,9,East,341.07
2024-03-17,cf559,Printer,Furniture,417.78,364.4,20,1,West,53.38
2024-03-18,57777,Mouse,Clothing,1449.41,821.08,5,2,East,628.33
2024-03-19,a572d,Keyboard,Electronics,1053.16,851.46,5,1,North,201.7
2024-03-20,8c802,Mouse,Furniture,141.46,89.01,10,9,North,52.45
2024-03-21,67e52,Keyboard,Furniture,795.94,577.7,15,4,North,218.24
2024-03-22,87077,Desk,Clothing,1208.11,642.25,15,6,North,565.86
2024-03-23,8f803,Desk,Furniture,1285.38,895.38,5,2,West,390.0
2024-03-24,ad48f,Mouse,Accessories,292.0,150.84,15,6,South,141.16
2024-03-25,beea2,Mouse,Accessories,1276.71,1098.91,20,1,South,177.8
2024-03-26,c787f,Chair,Accessories,117.05,80.53,10,3,North,36.52
2024-03-27,818c6,Keyboard,Electronics,819.29,481.9,10,10,East,337.39
2024-03-28,3b8b9,Chair,Electronics,168.08,113.68,0,7,West,54.4
2024-03-29,31e15,Tablet,Clothing,243.26,160.13,20,1,West,83.13
2024-03-30,f3d4c,Desk,Electronics,482.83,418.85,0,1,South,63.98
2024-03-31,9f37a,Monitor,Furniture,1694.82,1095.56,10,1,South,599.26
2024-04-01,50573,Printer,Electronics,536.3,322.09,10,3,East,214.21
2024-04-02,d00de,Desk,Electronics,240.02,200.36,5,7,South,39.66
2024-04-03,8f1d5,Chair,Furniture,816.55,723.15,15,1,East,93.4
2024-04-04,e9630,Monitor,Electronics,1972.1,1482.58,5,3,West,489.52
2024-04-05,5fd16,Desk,Furniture,432.58,268.58,0,7,East,164.0
2024-04-06,ba617,Smartphone,Electronics,1092.18,763.73,10,7,North,328.45
2024-04-07,71530,Tablet,Electronics,785.23,562.2,5,3,East,223.03
2024-04-08,ddb4e,Monitor,Accessories,1561.79,837.07,20,3,North,724.72
2024-04-09,c01a4,Keyboard,Clothing,213.3,167.99,0,10,South,45.31
2024-04-10,af413,Printer,Accessories,1223.03,1051.98,10,5,East,171.05
2024-04-11,3d7f5,Mouse,Clothing,316.26,164.71,10,4,West,151.55
2024-04-12,ac9cc,Desk,Furniture,1253.87,821.98,10,6,East,431.89
2024-04-13,ceb95,Printer,Furniture,74.18,51.27,0,7,East,22.91
2024-04-14,619f3,Tablet,Electronics,1891.87,1385.45,20,9,East,506.42
2024-04-15,9c4cd,Monitor,Clothing,1344.53,870.41,15,1,East,474.12
2024-04-16,57f0e,Chair,Accessories,1788.81,1267.03,5,4,East,521.78
2024-04-17,6eb32,Printer,Clothing,1059.64,542.47,20,4,West,517.17
2024-04-18,b3ba5,Headphones,Accessories,678.46,366.27,10,1,North,312.19
2024-04-19,38181,Chair,Electronics,1635.07,1390.11,0,8,West,244.96
2024-04-20,31c5e,Headphones,Electronics,1574.65,856.67,5,7,West,717.98
2024-04-21,60539,Smartphone,Clothing,1076.87,887.7,0,9,North,189.17
2024-04-22,6f8c5,Desk,Clothing,548.8,329.21,0,6,North,219.59
2024-04-23,463e1,Keyboard,Clothing,1255.49,1119.74,15,1,West,135.75
2024-04-24,bf970,Printer,Accessories,466.94,246.98,0,9,East,219.96
2024-04-25,4565f,Printer,Electronics,1565.12,1165.08,10,3,East,400.04
2024-04-26,5f07a,Laptop,Clothing,753.47,610.15,0,8,West,143.32
2024-04-27,5275c,Chair,Accessories,166.67,130.99,0,9,East,35.68
2024-04-28,65799,Tablet,Electronics,683.25,449.25,10,9,East,234.0
2024-04-29,db711,Headphones,Clothing,297.83,150.96,20,5,West,146.87
2024-04-30,1b227,Laptop,Accessories,970.19,740.39,15,8,North,229.8
2024-05-01,56f05,Chair,Furniture,109.56,70.2,10,1,East,39.36
2024-05-02,ed32c,Desk,Electronics,509.91,358.65,20,4,East,151.26
2024-05-03,61aaf,Keyboard,Accessories,651.24,342.7,20,1,West,308.54
2024-05-04,4c6d5,Laptop,Electronics,1626.28,863.77,5,9,West,762.51
2024-05-05,cfb98,Tablet,Clothing,1640.27,940.66,5,10,East,699.61
2024-05-06,d2b23,Monitor,Accessories,895.17,774.3,0,6,East,120.87
2024-05-07,b644a,Monitor,Clothing,1425.07,801.01,15,10,North,624.06
2024-05-08,ac2b7,Monitor,Clothing,1325.58,1095.63,0,6,East,229.95
2024-05-09,50431,Tablet,Electronics,1577.19,1394.88,0,10,South,182.31
2024-05-10,8d05f,Smartphone,Accessories,1814.97,1153.1,10,1,South,661.87
2024-05-11,54bcd,Smartphone,Clothing,498.04,311.65,10,10,North,186.39
2024-05-12,dcbd5,Monitor,Accessories,727.09,447.31,0,9,North,279.78
2024-05-13,4a838,Keyboard,Accessories,941.83,539.13,20,7,North,402.7
2024-05-14,6cfc4,Keyboard,Clothing,979.25,513.4,5,9,South,465.85
2024-05-15,d033b,Printer,Accessories,1138.88,865.52,15,1,South,273.36
2024-05-16,380a4,Laptop,Furniture,1735.04,1164.11,15,6,West,570.93
2024-05-17,795e4,Headphones,Furniture,1187.44,960.93,0,5,East,226.51
2024-05-18,bdceb,Printer,Accessories,105.19,81.38,20,9,North,23.81
2024-05-19,894f6,Headphones,Electronics,1142.05,722.6,10,8,East,419.45
2024-05-20,be05a,Monitor,Furniture,1367.95,1117.86,0,2,South,250.09
2024-05-21,7060a,Laptop,Accessories,1451.3,878.29,5,5,North,573.01
2024-05-22,d051b,Headphones,Furniture,198.62,133.83,20,4,North,64.79
2024-05-23,8c0d4,Monitor,Furniture,395.25,300.75,20,9,West,94.5
2024-05-24,56279,Desk,Accessories,62.49,41.25,0,2,South,21.24
2024-05-25,31441,Chair,Furniture,1066.6,654.87,20,4,West,411.73
2024-05-26,4b9fb,Desk,Accessories,65.05,34.65,20,3,East,30.4
2024-05-27,25a36,Headphones,Clothing,995.74,812.35,0,8,West,183.39
2024-05-28,a0cf8,Smartphone,Accessories,1580.55,833.67,20,10,West,746.88
2024-05-29,d334a,Monitor,Furniture,1154.74,602.92,20,6,East,551.82
2024-05-30,9ae86,Chair,Accessories,1196.18,662.19,0,6,East,533.99
2024-05-31,debb5,Headphones,Furniture,630.55,453.23,5,1,South,177.32
2024-06-01,de85d,Smartphone,Clothing,1077.8,697.7,10,1,North,380.1
2024-06-02,2109c,Chair,Accessories,1049.6,549.48,10,3,North,500.12
2024-06-03,de20d,Monitor,Furniture,1175.42,994.89,20,1,East,180.53
2024-06-04,e0751,Chair,Furniture,440.48,247.09,0,2,South,193.39
2024-06-05,968f8,Tablet,Furniture,157.65,139.31,5,3,North,18.34
2024-06-06,70652,Laptop,Electronics,1819.06,1088.49,20,3,East,730.57
2024-06-07,7f5e9,Smartphone,Accessories,225.25,198.4,10,1,South,26.85
2024-06-08,34fd0,Smartphone,Clothing,243.65,170.79,0,4,North,72.86
2024-06-09,66bff,Monitor,Accessories,375.46,227.65,20,5,East,147.81
2024-06-10,5a9a8,Chair,Furniture,1140.89,723.68,20,9,North,417.21
2024-06-11,2c8a3,Desk,Accessories,950.49,837.22,5,7,West,113.27
2024-06-12,a0c03,Mouse,Furniture,366.79,221.59,0,5,North,145.2
2024-06-13,9ce80,Smartphone,Electronics,497.6,407.12,10,9,North,90.48
2024-06-14,1bd0b,Printer,Accessories,1578.2,1341.97,10,2,East,236.23
2024-06-15,c2af4,Headphones,Clothing,1001.74,592.39,0,9,South,409.35
2024-06-16,47eec,Tablet,Electronics,1922.02,1417.52,0,1,East,504.5
2024-06-17,9fbab,Tablet,Clothing,625.78,360.19,0,8,West,265.59
2024-06-18,a36d2,Keyboard,Electronics,57.96,48.04,5,6,East,9.92
2024-06-19,b289d,Monitor,Accessories,97.55,57.39,5,10,West,40.16
2024-06-20,dcdef,Chair,Clothing,690.46,602.1,15,8,North,88.36
2024-06-21,54d4a,Headphones,Electronics,91.68,80.31,0,3,North,11.37
2024-06-22,c502f,Monitor,Electronics,876.94,685.24,15,10,West,191.7
2024-06-23,bbee8,Tablet,Furniture,1479.38,809.38,0,7,North,670.0
2024-06-24,6d0e2,Desk,Accessories,806.38,405.16,15,6,South,401.22
2024-06-25,c5ecb,Keyboard,Clothing,1883.01,1445.58,5,2,North,437.43
2024-06-26,b6d8e,Chair,Accessories,1811.9,1275.12,5,5,North,536.78
2024-06-27,870d3,Monitor,Furniture,521.7,416.74,20,9,West,104.96
2024-06-28,677a9,Laptop,Accessories,1854.01,1079.49,10,3,North,774.52
2024-06-29,e88e5,Smartphone,Accessories,1976.53,1474.16,5,5,North,502.37
2024-06-30,31fd5,Smartphone,Furniture,135.98,115.78,0,5,South,20.2
2024-07-01,c951f,Headphones,Furniture,1850.62,978.27,0,10,South,872.35
2024-07-02,c6e6c,Keyboard,Accessories,147.69,102.98,10,9,South,44.71
2024-07-03,63f53,Mouse,Accessories,149.21,85.98,0,3,North,63.23
2024-07-04,6dbe7,Chair,Electronics,1995.55,1366.53,0,3,South,629.02
2024-07-05,b30ed,Smartphone,Accessories,1471.1,1012.75,15,6,East,458.35
2024-07-06,b3076,Chair,Electronics,1600.33,1234.28,5,8,East,366.05
2024-07-07,3449d,Smartphone,Accessories,1615.21,1234.5,0,4,North,380.71
2024-07-08,c9706,Chair,Clothing,836.6,584.19,0,1,West,252.41
2024-07-09,601ac,Keyboard,Electronics,1400.35,745.11,10,3,South,655.24
2024-07-10,7c9d3,Desk,Accessories,284.86,230.33,10,2,South,54.53
2024-07-11,839dc,Headphones,Electronics,135.75,116.9,0,6,North,18.85
2024-07-12,36bf8,Desk,Electronics,748.08,387.6,0,1,North,360.48
2024-07-13,bda8a,Chair,Clothing,147.26,107.2,10,1,South,40.06
2024-07-14,92b46,Monitor,Accessories,875.79,759.88,20,8,West,115.91
2024-07-15,a240b,Laptop,Furniture,176.22,131.6,15,7,South,44.62
2024-07-16,65be5,Tablet,Furniture,491.35,269.52,5,1,East,221.83
2024-07-17,38cdd,Printer,Accessories,1719.9,1145.46,15,8,South,574.44
2024-07-18,29ea0,Desk,Furniture,782.1,647.6,0,9,South,134.5
2023-07-20,a8a87,Smartphone,Furniture,1519.98,809.8,0,10,South,710.18
2023-07-21,7a89b,Headphones,Furniture,758.2,614.52,20,9,South,143.68
2023-07-22,5fece,Laptop,Furniture,1745.41,908.27,10,10,East,837.14
2023-07-23,4b50b,Smartphone,Accessories,1590.3,1263.41,5,7,East,326.89
2023-07-24,313c8,Monitor,Clothing,1937.65,1255.83,5,2,South,681.82
2023-07-25,93506,Desk,Accessories,915.3,462.86,5,8,South,452.44
2023-07-26,9b712,Laptop,Electronics,1554.86,1327.73,5,9,West,227.13
2023-07-27,47f3f,Keyboard,Electronics,440.98,360.06,0,6,South,80.92
2023-07-28,5de9a,Mouse,Electronics,643.07,446.9,5,6,South,196.17
2023-07-29,39c50,Printer,Electronics,164.99,120.15,20,6,West,44.84
2023-07-30,afc02,Chair,Clothing,1375.6,983.92,20,9,West,391.68
2023-07-31,95a3c,Desk,Furniture,295.12,199.09,5,8,East,96.03
2023-08-01,5aa49,Laptop,Furniture,358.78,201.95,5,3,South,156.83
2023-08-02,405ed,Keyboard,Electronics,330.42,239.58,10,8,West,90.84
2023-08-03,1a26b,Keyboard,Electronics,1920.65,973.63,15,1,West,947.02
2023-08-04,d131c,Keyboard,Clothing,1772.68,941.0,20,6,South,831.68
2023-08-05,5998e,Monitor,Furniture,402.61,294.62,15,6,North,107.99
2023-08-06,b1406,Mouse,Clothing,1528.38,938.53,5,8,South,589.85
2023-08-07,70cdd,Monitor,Accessories,815.42,721.06,20,3,West,94.36
2023-08-08,4b3c1,Chair,Furniture,1384.93,1157.76,15,9,North,227.17
2023-08-09,1c946,Tablet,Electronics,239.37,202.34,10,4,East,37.03
2023-08-10,3d946,Chair,Accessories,1331.52,818.94,10,7,North,512.58
2023-08-11,a8f6b,Monitor,Accessories,1190.61,854.72,10,2,South,335.89
2023-08-12,e3e88,Mouse,Electronics,747.9,556.6,10,5,North,191.3
2023-08-13,69f67,Keyboard,Furniture,832.27,663.56,15,9,South,168.71
2023-08-14,4dd59,Monitor,Furniture,784.11,514.91,5,4,South,269.2
2023-08-15,a840b,Headphones,Furniture,1687.04,1081.29,20,6,East,605.75
2023-08-16,2740f,Tablet,Accessories,1860.16,1385.71,10,3,South,474.45
2023-08-17,4f0ae,Mouse,Electronics,172.82,136.3,20,7,East,36.52
2023-08-18,250c4,Monitor,Clothing,919.26,658.84,20,7,North,260.42
2023-08-19,ee78d,Laptop,Electronics,1354.64,1188.68,15,2,East,165.96
2023-08-20,4409d,Smartphone,Accessories,1317.38,1171.35,5,6,West,146.03
2023-08-21,684e2,Chair,Furniture,703.63,523.65,15,4,East,179.98
2023-08-22,3c1a6,Smartphone,Furniture,99.73,75.74,5,3,North,23.99
2023-08-23,3fbad,Tablet,Accessories,441.92,369.12,15,4,North,72.8
2023-08-24,82f2b,Desk,Electronics,1998.04,1291.25,20,4,West,706.79
2023-08-25,67285,Desk,Furniture,1214.58,995.97,20,5,South,218.61
2023-08-26,5f540,Desk,Clothing,969.54,720.02,0,5,North,249.52
2023-08-27,7c985,Headphones,Clothing,1413.21,1114.78,10,3,South,298.43
2023-08-28,2de86,Tablet,Electronics,1282.1,774.6,0,5,East,507.5
2023-08-29,9dc82,Tablet,Electronics,1961.25,1231.87,5,8,West,729.38
2023-08-30,74f8e,Chair,Electronics,836.77,553.8,5,2,South,282.97
2023-08-31,70100,Laptop,Electronics,1426.42,935.44,0,5,West,490.98
2023-09-01,b75f2,Printer,Furniture,1732.6,1543.36,15,2,West,189.24
2023-09-02,98622,Tablet,Clothing,1686.25,1252.3,10,8,North,433.95
2023-09-03,88246,Mouse,Furniture,1753.02,988.51,20,2,South,764.51
2023-09-04,ef352,Mouse,Electronics,1416.22,1013.89,5,3,East,402.33
2023-09-05,26763,Tablet,Electronics,748.26,568.1,0,7,North,180.16
2023-09-06,e0a82,Headphones,Accessories,1037.34,750.01,10,10,East,287.33
2023-09-07,e9cfd,Keyboard,Furniture,218.18,176.2,10,6,West,41.98
2023-09-08,cb6f6,Mouse,Electronics,1297.11,851.86,20,2,South,445.25
2023-09-09,bcd11,Printer,Furniture,1492.99,855.31,5,3,South,637.68
2023-09-10,af1c0,Laptop,Furniture,52.7,26.62,15,6,East,26.08
2023-09-11,4213c,Monitor,Furniture,1590.94,1076.43,10,8,East,514.51
2023-09-12,a704a,Printer,Accessories,351.99,242.28,15,1,East,109.71
2023-09-13,c6bba,Laptop,Electronics,1924.72,1004.33,10,6,West,920.39
2023-09-14,e7a4a,Mouse,Accessories,1383.58,1020.95,5,2,West,362.63
2023-09-15,3f17c,Headphones,Furniture,174.89,93.27,20,10,South,81.62
2023-09-16,ba64c,Monitor,Clothing,571.1,422.38,20,8,North,148.72
2023-09-17,c6c06,Smartphone,Electronics,474.75,359.9,20,6,East,114.85
2023-09-18,bb6f8,Smartphone,Electronics,1475.77,805.0,15,8,South,670.77
2023-09-19,1b7ec,Printer,Clothing,55.49,46.48,10,3,South,9.01
2023-09-20,ee1d5,Smartphone,Electronics,1343.79,947.87,10,2,East,395.92
2023-09-21,346ea,Tablet,Furniture,1736.67,995.26,0,5,South,741.41
2023-09-22,36d95,Printer,Furniture,1287.79,799.43,20,5,East,488.36
2023-09-23,66632,Tablet,Electronics,329.98,241.93,15,8,West,88.05
2023-09-24,738bc,Smartphone,Furniture,1204.99,1079.16,20,4,West,125.83
2023-09-25,9d966,Tablet,Furniture,423.3,318.18,5,5,East,105.12
2023-09-26,8e294,Printer,Electronics,1721.79,1454.09,10,6,West,267.7
2023-09-27,45d1d,Desk,Clothing,662.16,378.96,20,1,East,283.2
2023-09-28,689a8,Monitor,Furniture,789.88,589.04,15,4,North,200.84
2023-09-29,3db8b,Monitor,Accessories,1730.92,1459.63,5,8,North,271.29
2023-09-30,bceed,Mouse,Furniture,1845.63,1096.09,20,10,East,749.54
2023-10-01,85f87,Laptop,Furniture,570.9,499.84,5,7,North,71.06
2023-10-02,ccfb3,Smartphone,Furniture,1032.65,744.38,10,4,East,288.27
2023-10-03,bad5e,Keyboard,Clothing,1539.77,1003.84,20,4,West,535.93
2023-10-04,231be,Printer,Electronics,700.16,593.5,15,3,East,106.66
2023-10-05,f1792,Desk,Clothing,1896.53,1452.26,15,5,North,444.27
2023-10-06,6e674,Headphones,Furniture,1999.02,1108.51,15,3,West,890.51
2023-10-07,99b42,Desk,Furniture,944.89,670.94,5,6,East,273.95
2023-10-08,516dd,Laptop,Accessories,1962.59,1660.69,5,2,East,301.9
2023-10-09,ce111,Keyboard,Furniture,593.79,304.22,20,1,South,289.57
2023-10-10,7bd68,Desk,Furniture,1280.88,934.95,10,9,North,345.93
2023-10-11,22046,Chair,Clothing,68.79,58.26,10,2,South,10.53
2023-10-12,e02ca,Smartphone,Accessories,1136.63,953.2,20,10,East,183.43
2023-10-13,4b5b5,Monitor,Clothing,1753.48,917.53,15,6,East,835.95
2023-10-14,cf9c2,Headphones,Clothing,1211.6,971.61,0,2,North,239.99
2023-10-15,613e8,Chair,Furniture,974.71,801.82,15,8,East,172.89
2023-10-16,98e22,Keyboard,Furniture,1059.36,790.36,10,7,West,269.0
2023-10-17,e5bd3,Keyboard,Clothing,1174.39,734.29,5,3,West,440.1
2023-10-18,4b0e2,Chair,Electronics,308.28,195.94,15,3,South,112.34
